Gene_ID	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7
11685	2	0	0	0	9	1	0
11686	0	1	0	1	0	0	0
11687	7	0	1	3	0	14	0
11688	0	1	0	0	3	2	0
11689	415	16	32	71	51	386	23
11690	2015	91	179	407	262	1036	167
11692	1775	2140	1709	1619	2464	2343	1586
11694	5	0	0	0	2	4	161
11695	79	6077	745	2471	2143	1450	16401
11698	0	0	0	0	0	0	0
11699	0	10	0	0	4	0	0
11702	0	0	0	0	0	1	0
11704	0	0	0	2	0	34	0
11705	17	20	21	15	16	3	13
11717	931	78	182	274	286	485	153
11720	0	1	0	0	0	0	0
11722	79	49	25	23	44	149	12
11727	81	6	6	16	15	39	9
11730	0	0	0	0	0	0	0
11731	1	0	0	0	0	0	0
11732	3025	1841	2435	2473	2189	2525	1294
11733	362	199	230	165	340	841	199
11735	10054	19460	16697	11273	21181	6494	8610
11736	8736	8988	6483	6927	8003	9948	8208
11737	6832	14533	8630	9699	8853	6921	14454
11739	10870	16179	11110	8981	10939	18833	12575
11740	15372	17928	14232	14734	14612	15513	15835
11744	407	139	65	175	119	515	177
11745	2480	349	695	860	550	1665	412
11746	2876	2950	732	1138	1103	2526	1671
11747	6187	2299	1531	2427	1631	4722	2019
11749	8916	15499	4093	3687	3986	10842	15469
11750	2604	2888	755	956	994	3069	1472
11752	50	3	7	175	157	50	11
11754	2023	126	423	421	269	566	214
11757	2167	2238	2518	1236	2321	2731	2328
11758	6588	10841	5581	4536	5042	7316	7692
11761	166	224	97	133	160	412	297
11764	7559	4612	3398	3214	2935	4797	4165
11765	9710	12452	9460	8480	9472	11967	10247
11766	314	236	395	237	212	273	400
11767	1623	2319	1672	1905	2081	1923	2334
11768	5	0	0	4	4	0	0
11769	1902	2632	1084	1188	1327	1577	1606
11770	1934	34	242	1019	542	4572	121
11771	4893	3389	4639	3838	5142	3672	4059
11772	14746	7903	9688	6336	7320	51308	7500
11773	2111	1664	2198	1641	1580	1969	2069
11774	2603	2554	1645	2002	1668	3577	2276
11775	2344	2009	4892	2113	3455	618	1491
11776	8971	9632	7360	6456	8219	6689	8437
11777	1990	2018	1721	960	1200	1940	1513
11778	2280	1791	2617	2125	2793	2095	2157
11781	595	1541	794	734	874	584	874
11782	1413	822	838	715	1081	1354	1841
11783	4035	3749	2984	2664	3867	3458	2450
11784	7854	6446	11463	9054	12507	7256	6344
11785	6202	2525	5484	2040	3063	2176	1615
11787	5029	2437	2764	2638	2595	3988	2611
11789	19780	36799	27247	13335	30810	32759	22888
11790	471	470	34	313	119	1034	356
11792	1457	2764	2737	1347	2031	2102	3556
11793	2522	2251	1865	1524	1787	1889	2018
11796	1096	313	190	385	305	904	331
11797	2489	3165	2211	1881	2363	3104	2559
11798	7627	6755	5617	6692	7933	11621	7607
11799	2941	3844	2377	2495	3104	3805	6160
11800	10926	14027	10550	8271	9425	10558	11066
11801	179	84	244	870	488	709	54
11803	3168	1572	3130	1598	1790	467	1034
11804	12423	9191	9317	6654	7578	16278	10387
11806	0	1	0	1	0	1	1
11807	4	14	0	7	2	11	1
11808	0	0	0	0	0	0	0
11810	4030	1577	1222	1750	1414	2776	883
11811	59	53	11	15	38	1592	86
11812	13	1	6	4	31	99	1
11813	129	13	51	70	47	30	24
11814	0	0	0	0	0	0	0
11815	1677	613	58	1522	1059	3319	1071
11816	103066	11065	28300	28944	26792	10627	6766
11818	0	0	2	0	0	5	1
11819	1651	973	1455	1122	1435	2088	1649
11820	21980	26422	17248	18753	28949	17015	18892
11821	2341	4513	2298	2099	1451	2034	2825
11826	5384	1355	1505	1360	1892	5641	1577
11827	35	55	11	53	1	14	1
11828	1	0	0	2	10	7	0
11829	0	29	147	8	131	109	3
11830	102	688	258	166	103	325	207
11831	342	235	471	26	119	168	655
11832	0	1	5	3	5	34	1
11833	2	1	0	1	0	0	0
11834	5480	7160	5584	4851	5440	6162	6390
11835	155	56	30	72	73	321	71
11836	2295	2511	2227	2085	2107	2561	2030
11837	32934	70363	36947	23545	35567	31436	41661
11838	132	73	47	30	58	139	201
11839	0	0	6	0	1	0	1
11840	14593	15490	12263	10399	11874	14381	15585
11841	3121	3341	2562	2777	2175	2656	2976
11842	5404	4560	4215	3138	4090	5468	4390
11843	11049	11123	13746	7505	9030	13012	15127
11844	4091	3063	3979	3136	3768	3042	5329
11845	12358	11843	5852	5885	6599	11824	15013
11846	4696	140	1825	860	70	39	433
11847	153	82	66	33	49	39	58
11848	13019	11770	8317	7858	9021	13472	13286
11852	12984	13906	13429	10047	6722	11436	8832
11853	2154	1704	796	1196	1068	3004	1182
11854	159	193	80	164	109	242	85
11855	15405	18734	10351	11995	10639	19006	21112
11856	235	125	87	120	67	4810	72
11857	5052	526	885	1287	1088	2191	690
11858	1117	2328	1662	1920	1725	619	2017
11859	3	5	1	2	3	9	0
11861	950	977	628	480	1065	2466	1496
11863	2189	3725	1677	1942	2202	3778	3235
11864	3312	2274	3173	2956	4412	2660	3461
11865	1466	386	608	355	515	708	878
11867	8446	5544	2139	3548	3004	5661	3063
11870	5	3	2	1	2	585	109
11871	71	5	2	9	34	2	4
11872	9	0	1	1	1	2	0
11875	6	1	0	10	10	45	8
11876	13	2	6	5	7	2	3
11877	526	692	583	561	359	607	866
11878	466	0	295	203	1664	353	30
11881	1869	573	527	706	1113	1288	398
11883	1918	1154	896	582	531	929	646
11886	6250	4063	3105	2994	3227	4878	3240
11889	0	1	2	0	2	1	0
11890	36	0	4	1	9	5	0
11891	394	312	112	58	138	297	250
11898	12	2	1	8	3	7	1
11899	3071	1888	2979	2149	3876	3637	3236
11905	4	6	4	19	15	17	6
11906	2906	2063	1558	4104	4132	5387	2533
11907	3841	2307	3025	2428	3111	3193	2469
11908	1018	1350	883	950	997	1399	1456
11909	6376	7181	6906	4870	5245	5147	6162
11910	944	722	590	328	272	671	535
11911	7264	9794	9738	3945	6487	8601	12282
11920	8046	13353	10024	9927	13065	11788	12588
11921	7909	11405	4639	12629	14409	17188	19171
11922	293	1844	1212	447	1023	891	292
11923	19	967	101	152	68	100	46
11924	9	4	9	3	0	10	1
11925	1	0	0	1	0	0	0
11927	1893	1685	1079	1066	1104	1635	1395
11928	19420	28472	20225	17188	17507	32102	26284
11931	351	628	281	53	257	686	160
11932	1090	616	1590	618	1351	462	478
11933	10928	8148	15208	3468	4337	7304	10393
11936	62	27	55	69	42	57	161
11937	10	50	7	4	9	39976	175
11938	20429	19427	16745	11835	19646	23114	19470
11941	5952	7495	5879	4962	6344	1804	3320
11944	53	21	21	26	52	23	26
