id	cluster	neighbor	score	ts_1	ts_2
Breast_GSM133995	1	0	0.728582074896821	67.191662789443	208.525338213707
Breast_GSM134000	1	0	0.832761548066542	37.3981012847541	-65.2313675498545
Breast_GSM134005	1	0	0.741832860729954	-71.4853260544547	-203.146706110702
Breast_GSM134010	1	0	0.846746535039448	2.94050290451472	-76.3256285049866
Breast_GSM134015	0	1	0	832.803743889665	-246.643731774745
CNS_GSM134020	1	0	0.866003706001089	5.89720108625818	-12.475679650929
CNS_GSM134025	1	0	0.856252430809099	22.9975924768564	-27.0112784984929
CNS_GSM134030	1	0	0.780446061359474	-231.081525302378	13.4031412772085
CNS_GSM134035	1	0	0.857172823689534	26.478433719401	-7.04632609119854
CNS_GSM134040	1	0	0.731374675425894	-80.2092203542053	-213.71917351839
CNS_GSM134045	1	0	0.859947911653678	20.2753478282054	-13.8893668383325
Colon_GSM134050	1	0	0.854945949347854	-75.2306265068229	66.3954115175921
Colon_GSM134055	1	0	0.739129078452862	-287.280594729393	88.3256714769359
Colon_GSM134060	1	0	0.867808380250173	-75.5117941296285	25.8026840089987
Colon_GSM134065	1	0	0.866972066901273	-72.3626698212673	33.8835859659866
Colon_GSM134070	1	0	0.864894983467538	-48.8900840713441	51.2882968851514
Colon_GSM134075	1	0	0.859095700027118	-84.7944998021466	48.4372911592132
Colon_GSM134080	1	0	0.865956007064314	-84.1358003983243	18.4215552757752
Blood_GSM134085	1	0	0.823963490358188	-36.0674327516145	131.069500722404
Blood_GSM134090	1	0	0.82880969124299	-23.1416220954879	122.090570344316
Blood_GSM134095	1	0	0.839410214644774	-24.3520022196471	104.391627644931
Blood_GSM134100	1	0	0.819798214534783	-29.7117794619085	136.494525143259
Blood_GSM134105	1	0	0.819050479927358	-13.3027742376482	133.869812725978
Blood_GSM134110	1	0	0.824736218190509	-49.87993195634	129.172072561772
Skin_GSM134115	1	0	0.829518846333287	21.6973502364064	-87.7305468183361
Skin_GSM134120	1	0	0.698785965278566	168.666152342279	-19.548745555272
Skin_GSM134125	1	0	0.709004470452342	130.69098276756	165.420993483482
Skin_GSM134130	1	0	0.827185434414605	-152.649512286956	39.1913077510119
Skin_GSM134135	1	0	0.721571656942251	155.92006460538	-8.45933192410211
Skin_GSM134140	1	0	0.698193323679569	172.506396575815	3.75393075013424
Skin_GSM134145	1	0	0.709020443817184	164.624948925023	-6.27316464423492
Skin_GSM134150	1	0	0.741804643733818	101.160908378602	157.078751695804
Skin_GSM134155	1	0	0.713582144845374	135.386345661463	149.136511933795
Skin_GSM134160	1	0	0.719176474249052	127.86186722474	153.639415523918
Lung_GSM134165	1	0	0.856102239160601	-85.8589647350163	-49.1847987912988
Lung_GSM134170	1	0	0.855861974624855	-93.437412028746	-40.0441465979092
Lung_GSM134175	1	0	0.839833317088397	25.5297953330967	-67.4518172933644
Lung_GSM134180	1	0	0.826873130703261	5.51341781098536	-102.27301104596
Lung_GSM134185	1	0	0.837356938128685	-63.1434617314263	-97.2377236508216
Lung_GSM134190	1	0	0.872579172565718	-46.0318902479556	20.9492760439118
Lung_GSM134195	1	0	0.857222684004033	-104.978384504237	6.6455465329006
Lung_GSM134200	1	0	0.849716660150162	-90.3210014769253	-60.6416483752336
Lung_GSM134209	1	0	0.851230114248684	36.4215246462302	1.3140867736664
Ovary_GSM134214	1	0	0.859135694749863	-96.116204912457	31.5192560347568
Ovary_GSM134219	1	0	0.817309142931866	76.9461822954801	30.0098718273619
Ovary_GSM134224	1	0	0.816945780523339	75.7759660277971	38.4256426465475
Ovary_GSM134229	1	0	0.867973723592405	-78.7933946928218	-1.22620343792888
Ovary_GSM134234	1	0	0.855032645353083	17.6534627368683	42.4874207084516
Ovary_GSM134239	1	0	0.838669784307467	-24.9160789618382	-98.3404050734301
Ovary_GSM134244	1	0	0.851070558252713	21.2405457996635	49.9865456861453
Prostate_GSM134249	1	0	0.871418096385582	-64.7779600322653	15.1731178183358
Prostate_GSM134254	1	0	0.865323475882379	-61.342228301327	-42.5717824561602
Kidney_GSM134259	1	0	0.846493504325535	-7.72717497000282	-82.9513398512279
Kidney_GSM134264	1	0	0.858183444770637	-10.8667319119981	-62.2691334678821
Kidney_GSM134269	1	0	0.850636074324085	-47.0822898783313	-81.3707847340116
Kidney_GSM134274	1	0	0.857925036252791	-45.0055472359932	-68.1504459718389
Kidney_GSM134279	1	0	0.852336900495196	-18.765671437139	-77.2639121900886
Kidney_GSM134284	1	0	0.818224940281457	-11.4115488046355	-118.714178836858
Kidney_GSM134289	1	0	0.840784671945003	-9.08700573076615	-91.7033386902853
Kidney_GSM134294	1	0	0.845956025357098	-53.8283495730389	-87.4070421895739
