id	cluster	neighbor	score	ts_1	ts_2
B_Control_A	1	2	0.890567688694583	-66.278828015044	5.48573224432139
M_Control_A	2	1	0.898897280986909	-42.0893495450237	-63.955517164406
T_Control_A	3	6	0.64431210572798	53.715553960584	53.5727152671461
B_Control_B	1	2	0.845543078417459	-70.0170884991085	1.02747125790221
M_Control_B	2	1	0.869717164098072	-38.309939373831	-57.1697305350096
T_Control_B	3	6	0.704234603476675	59.3917701947326	50.2494294570529
B_Control_C	1	4	0.806978053351915	-63.9555265468328	14.7076702548124
M_Control_C	2	1	0.870650434778381	-48.4735667775117	-60.0974348641916
T_Control_C	3	6	0.629555453517475	68.2446978542436	46.2052261983846
B_Patient_D	4	6	0.767998871080676	-15.0952786449908	60.5134850922652
M_Patient_D	5	2	0.91800013898921	44.3163562139649	-123.153511141341
T_Patient_D	6	3	0.828088978209667	20.5620804531995	65.4492408047297
B_Patient_E	4	6	0.808515064865778	-25.8633842496165	57.8668598201665
M_Patient_E	5	2	0.896044423562231	35.6139306519648	-115.188281079811
T_Patient_E	3	6	0.0962560492855373	43.8022423752732	58.8884158691044
B_Patient_F	4	6	0.83075981828465	-21.0110443956172	64.3563820328706
M_Patient_F	5	2	0.931942393821741	38.4854789882321	-122.796994455817
T_Patient_F	6	3	0.79285731437618	26.9618953553815	64.0388409418206
