"","x"
"1",18.4065747913061
"2",16.6421641618875
"3",23.2793490488056
"4",22.4085381269074
"5",18.5226627972123
"6",16.2193420295538
"7",20.7120862289773
"8",20.4476421450444
"9",18.8583514029595
"10",19.6629450014469
"11",20.8178822962659
"12",18.5851720759004
"13",19.3922171752243
"14",18.0087206267997
"15",21.5598686395582
"16",18.4297535269429
"17",19.4855195475415
"18",23.0574156959873
"19",20.3987465748038
"20",16.2528614864246
"21",21.4641839841956
"22",19.435294740783
"23",19.0750873276203
"24",20.6879902483621
"25",20.6223983862491
"26",18.2187179270153
"27",23.014747860769
"28",19.6216151518305
"29",19.0911873462725
"30",19.4109938658134
"31",21.2115924901753
"32",20.0077446964894
"33",17.80691663254
"34",21.2296613549196
"35",19.6743480222856
"36",15.5811946677003
"37",19.7418686962994
"38",18.8802600036774
"39",19.9765022428501
"40",19.2545372320308
"41",20.2548947235946
"42",18.0542061566549
"43",22.0184779534014
"44",21.0811822276808
"45",22.4845512784787
"46",20.3938691045772
"47",21.209797317205
"48",18.1295226316336
"49",18.5774584100457
"50",18.3125860075151
"51",20.3071102064945
"52",20.8103765818656
"53",21.9442801375136
"54",19.3813241891191
"55",22.2363207412771
"56",19.205678473222
"57",17.9131273131233
"58",17.7279565004908
"59",17.1231887858932
"60",19.1466446415521
"61",20.9774890122371
"62",20.5958139118443
"63",19.8098124551263
"64",18.870217750256
"65",21.1922773264946
"66",18.4503055696482
"67",17.2570282658924
"68",19.704298998785
"69",18.8256584010035
"70",20.8541680814014
"71",18.4962720730682
"72",20.539717342172
"73",17.518931642182
"74",20.9386245686044
"75",19.3561283001844
"76",16.4110687509585
"77",18.6753685562867
"78",20.6786761245195
"79",18.5515109614452
"80",18.2936750473336
"81",19.5804670065371
"82",17.0783006303225
"83",21.4336718480731
"84",18.6669213949403
"85",22.3883093479216
"86",17.1025875584516
"87",21.6376314988508
"88",19.5811770831116
"89",21.1908404502824
"90",22.0543659719657
"91",15.4414349092558
"92",20.2790158004957
"93",19.785546336142
"94",21.3204646767538
"95",18.8616454398904
"96",20.9682937972078
"97",22.4248591304692
"98",20.7734066641924
"99",19.4312837629384
"100",20.2193096935601
"101",21.2235531936128
"102",20.6934219706361
"103",19.9666388469498
"104",21.259013913227
"105",24.461909655966
"106",20.4098985348285
"107",21.033945211984
"108",19.8008293394077
"109",20.8311440754316
"110",20.5077488600279
"111",17.6499132301645
"112",18.6689848496694
"113",21.7480401005221
"114",22.5386356450865
"115",20.1979919809817
"116",21.959157894814
"117",18.8638017250422
"118",19.5031695020425
"119",22.0495521227793
"120",22.0224320020811
"121",19.4378331671173
"122",19.4688965579783
"123",18.8242448323961
"124",19.5300154824557
"125",20.1273266069627
"126",21.0261112827969
"127",18.59536955082
"128",20.1492484601142
"129",20.2200576590201
"130",20.787367856199
"131",23.0229309985534
"132",20.4483367354647
"133",17.3762500304656
"134",20.7651340469822
"135",17.297713263257
"136",23.2252160798161
"137",20.1356277628476
"138",22.2758775009052
"139",21.3632121472078
"140",22.2956108769236
"141",22.7709596399741
"142",19.3099038900073
"143",20.9891266897978
"144",21.1629811690008
"145",21.210241536355
"146",19.542245412804
"147",20.7505649951589
"148",20.7550553671413
"149",22.7966043066085
"150",23.2892290723812
"151",15.6434003191841
"152",20.5728860632753
"153",22.5650198061155
"154",18.6197696412612
"155",20.1640396713103
"156",23.6362029780867
"157",18.731090202993
"158",17.9808150678311
"159",19.495729591969
"160",22.7521820306313
"161",21.5348435079117
"162",22.6994869718071
"163",15.4755444840807
"164",19.1509078886838
"165",24.2700607240029
"166",22.6158144306631
"167",20.5883886598142
"168",20.157905199749
"169",19.4180101506498
"170",21.8704078169876
"171",20.6194397906967
"172",19.0494654203263
"173",19.3059110760359
"174",20.1042824307367
"175",18.4321066375348
"176",19.1360861605888
"177",20.0147946966545
"178",21.9671819694002
"179",22.8976159161979
"180",23.0599759186977
"181",22.7381214408316
"182",20.8960618276336
"183",21.6517885913501
"184",19.9160146999251
"185",21.1294013398969
"186",20.1483859648455
"187",18.7740794245271
"188",20.0604196527887
"189",21.5600811458093
"190",19.2943126401119
"191",21.7704813583122
"192",18.8956467222837
"193",18.8950134049888
"194",23.9375754539924
"195",23.2394694965989
"196",21.8167683131917
"197",20.1669376988316
"198",19.2148242382998
"199",19.6629651108534
"200",21.3923786695101
"201",21.2450350954097
"202",20.0393412926681
"203",22.176880705678
"204",20.5258118725776
"205",18.499809941695
"206",21.6054074647938
"207",21.3954508124523
"208",14.3636771820539
"209",14.9072653952298
"210",18.8323074878058
"211",17.1240805966434
"212",20.282881383823
"213",19.125386307081
"214",21.8415994548839
"215",19.3931983716472
"216",18.3536897025778
"217",20.6071493221584
"218",17.8690410484404
"219",22.0349295900599
"220",19.3717551967414
"221",17.1792750373113
"222",19.2650058806334
"223",22.2235812564341
"224",18.3782580751852
"225",19.5174793811926
"226",18.1687142824517
"227",19.4508183425019
"228",22.9029084084165
"229",17.6493735332953
"230",21.6598598875273
"231",18.1412355454764
"232",17.1333172919858
"233",15.6075932026775
"234",18.273810597809
"235",22.8434468990931
"236",23.3829568246308
"237",18.7147100360933
"238",20.1532309106576
"239",23.6262128563037
"240",19.1745761195212
"241",22.0653236525036
"242",23.9299986004968
"243",17.4619058763257
"244",18.9207487854128
"245",20.5080014293221
"246",21.320015855346
"247",18.6379907373586
"248",20.2345745714188
"249",18.2617086999562
"250",20.3820761724421
"251",19.0193305008629
"252",20.5993534710881
"253",22.8061204018537
"254",13.6066148597594
"255",17.2709019373718
"256",19.5592112431973
"257",19.4013327351695
"258",19.2667042173753
"259",23.5530288578556
"260",20.223259383288
"261",22.6432815782648
"262",20.4752366713343
"263",17.8845323699785
"264",19.0437401696187
"265",22.0207631133084
"266",16.7900955524618
"267",23.1072848486796
"268",18.7298313571655
"269",18.5260480792138
"270",23.9812789470033
"271",19.4909172011851
"272",19.2183665889955
"273",18.6879080347796
"274",14.0461772946611
"275",17.9289509303898
"276",18.3457765766425
"277",17.0268188412217
"278",22.7610842533115
"279",17.84560711385
"280",16.3573739233761
"281",20.3141556993306
"282",20.0410244896332
"283",20.3534002539905
"284",18.6136582511823
"285",19.3876746295129
"286",18.2737747310035
"287",19.1865217570903
"288",18.8737488624512
"289",17.736031116538
"290",22.573607563811
"291",19.9883675284462
"292",23.6053369145195
"293",24.722726784033
"294",18.6494311552104
"295",21.5581236476182
"296",19.6163679800252
"297",22.9078627161076
"298",18.9578645594306
"299",21.7549757109058
"300",19.9919358706634
"301",21.4546728248703
"302",19.5230657470407
"303",21.8307577003069
"304",20.3561335019965
"305",22.1161494193098
"306",19.4718052373566
"307",20.4285970588266
"308",21.6802535007244
"309",18.6110986612544
"310",22.0666077597405
"311",21.1770789253364
"312",16.2929157116172
"313",16.7597668683769
"314",20.1657810563348
"315",18.4701557557855
"316",20.1380020010774
"317",19.6109306903011
"318",17.7992502313006
"319",16.0504031754452
"320",19.8263281861347
"321",17.6023619591469
"322",23.9560544200917
"323",18.2319420720592
"324",20.1192228298654
"325",17.11150321545
"326",18.4186926184357
"327",25.1063749419613
"328",19.1346949796423
"329",16.8075619710564
"330",19.9113582650403
"331",16.7676051850408
"332",21.1042564201804
"333",20.5341081609094
"334",19.6135712542488
"335",16.2679170646579
"336",17.9124305497193
"337",18.0617819527935
"338",17.7826223721835
"339",21.6523970380019
"340",18.9349935688639
"341",20.5224697503072
"342",18.938854080855
"343",17.7893514468603
"344",21.6872745448386
"345",22.9450843805157
"346",21.0596657577789
"347",19.1746675760047
"348",20.3831978068926
"349",20.7484130754752
"350",19.0116186734334
"351",22.5401853377218
"352",17.3443953489882
"353",18.3590120327822
"354",18.0657997207415
"355",18.7143232298561
"356",18.4573286420915
"357",21.4271272746622
"358",19.7184935394134
"359",20.184452127471
"360",21.9616189393803
"361",16.9043023542042
"362",17.7927372861844
"363",19.7555710136029
"364",16.8705302603609
"365",18.4216906764317
"366",19.7442312821214
"367",22.1516408583741
"368",19.9081507007615
"369",16.336970514209
"370",21.8454566262006
"371",20.4340566923539
"372",19.0822406622947
"373",19.2893381350404
"374",21.0865409318736
"375",17.5817050755457
"376",19.2197177095139
"377",21.666063548818
"378",21.2061482849288
"379",16.856790337493
"380",20.3874128110521
"381",22.5869814353347
"382",20.5529413708371
"383",21.5136321139009
"384",18.9682403324208
"385",19.4485499290538
"386",18.2337106503442
"387",19.8310511365777
"388",19.1711060878641
"389",21.8048261275221
"390",18.4107289254917
"391",22.2392628049979
"392",15.2981292175018
"393",19.1114921138698
"394",18.7276020144162
"395",18.4922515833102
"396",19.4371699114764
"397",20.4472114066097
"398",20.6895849039816
"399",20.1157414603286
"400",19.6060309218599
"401",20.0136260223612
"402",22.3692241350009
"403",20.1416571658623
"404",15.8629384350854
"405",19.1275766963476
"406",21.9367822817511
"407",17.3168717642293
"408",23.588290812278
"409",21.035976223409
"410",18.587806339362
"411",19.9863496054414
"412",20.9696416779739
"413",19.9623557286013
"414",21.9699100051126
"415",21.2955372151971
"416",18.7837226102965
"417",20.2569732418601
"418",16.7564321725285
"419",22.0048415635302
"420",20.8799179126427
"421",19.4387439328382
"422",19.894660688026
"423",19.839192930898
"424",22.1133381211165
"425",18.599256836278
"426",21.1123785947624
"427",21.5396930186468
"428",20.7993079892323
"429",21.104767046632
"430",18.0786496791049
"431",20.0480552055921
"432",21.0415794872574
"433",22.6091252395504
"434",16.6049633864362
"435",18.8671519722252
"436",16.9456413281759
"437",22.0198279154787
"438",19.3621637534844
"439",17.4199795962068
"440",19.5380299328857
"441",15.0308626470677
"442",19.7355217448075
"443",20.1945155972315
"444",20.3949850618811
"445",19.2425470420944
"446",17.0702319673909
"447",17.5725278331005
"448",19.7537259501626
"449",21.4497069782137
"450",20.7899222022291
"451",21.3825153031314
"452",17.8765206908257
"453",19.6430217668653
"454",21.8965997341937
"455",17.933549799291
"456",18.7398149612868
"457",19.4441619508938
"458",18.326520157674
"459",18.1949771699409
"460",19.1768342943029
"461",23.3328638798482
"462",20.6894530707686
"463",22.3563579611298
"464",20.1157561014338
"465",22.442627180453
"466",18.9122518936725
"467",18.7928277302692
"468",23.7568890315199
"469",20.1241830678791
"470",19.5125540317986
"471",18.3886420548559
"472",18.6434047489805
"473",15.8573800438488
"474",17.9012251435723
"475",17.6582129385883
"476",17.3220063875562
"477",18.5707226511666
"478",18.0892481070103
"479",21.0067342188576
"480",19.5555780985376
"481",17.6202022068458
"482",23.4641975651265
"483",21.6127194839496
"484",22.5666605984532
"485",19.4086258624512
"486",20.9975992802414
"487",18.6941563735799
"488",20.2699128677944
"489",18.4953776035718
"490",19.4864314778462
"491",19.4226135366402
"492",19.2363802974332
"493",21.0161199817581
"494",24.0630495263841
"495",25.6260576771926
"496",20.8456761949396
"497",19.4091425813257
"498",17.862479699326
"499",16.6514379970646
"500",17.9493715656563
"501",21.2904327246039
"502",21.5419623909548
"503",19.7120678939116
"504",20.0677007691447
"505",18.0922647173662
"506",17.4579539232876
"507",19.8949549068631
"508",18.1197032286506
"509",21.8357417106581
"510",16.8613861324838
"511",20.1589961150274
"512",19.3709288908129
"513",19.0873432695096
"514",20.5789008034241
"515",23.8493240834805
"516",19.3016094984376
"517",20.7069869925089
"518",17.5407867557358
"519",16.2808088108899
"520",19.8835548496659
"521",18.6457572577319
"522",18.6271062307968
"523",20.5443716743872
"524",23.344906510897
"525",21.7717627161461
"526",17.7064073302964
"527",17.2458444143198
"528",13.5381116338134
"529",20.4591678051715
"530",19.7332618691032
"531",23.5388463504269
"532",18.999149523877
"533",19.380225916431
"534",20.42221201525
"535",18.1387481998832
"536",20.475433074662
"537",22.7830724732945
"538",18.9355782351387
"539",24.3397480948982
"540",21.2974894946796
"541",20.8234920854663
"542",18.0478710365763
"543",21.1679346451366
"544",17.4075549023223
"545",21.1561693744638
"546",17.496941224252
"547",20.0617670695284
"548",19.2960151262661
"549",21.3518360400503
"550",21.7252773932976
"551",20.9079305827761
"552",22.4842090135523
"553",16.0393215418972
"554",22.0097470865093
"555",17.2626036906534
"556",14.9321634884802
"557",22.3828962781147
"558",14.5944860470962
"559",18.3299814217497
"560",18.095224792947
"561",18.700239801975
"562",20.5542022024015
"563",19.5098207099361
"564",22.8351920022726
"565",21.4691167121336
"566",23.1313958653648
"567",21.1009644132366
"568",18.7210430487204
"569",21.7854208429987
"570",18.0496344481659
"571",18.8792827760997
"572",19.355594852099
"573",18.8258651026532
"574",17.0914131637989
"575",17.3925819701164
"576",22.034863412697
"577",20.7872034038065
"578",17.503814828391
"579",19.4019489449892
"580",20.4999941055504
"581",19.3124662302232
"582",18.368833715458
"583",18.0962286228202
"584",18.4158887590921
"585",22.6108745169892
"586",25.0233432097567
"587",19.1566728002095
"588",22.322061697005
"589",24.6634830647591
"590",17.4221833948945
"591",21.873765237813
"592",21.9697532162377
"593",20.2149205579115
"594",21.265467410899
"595",21.7292511328702
"596",20.5055887428154
"597",20.5991872549888
"598",21.1088089444594
"599",19.3287144100733
"600",20.4965009172508
"601",18.1556286266738
"602",19.8196824164733
"603",20.7791633764595
"604",21.3703538094065
